Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -660.2902974074316, time: 18.804
steps: 49975, episodes: 2000, mean episode reward: -757.4142886357258, time: 36.319
steps: 74975, episodes: 3000, mean episode reward: -592.3570070873183, time: 35.966
steps: 99975, episodes: 4000, mean episode reward: -561.9271939569127, time: 36.033
steps: 124975, episodes: 5000, mean episode reward: -544.1175539602789, time: 35.438
steps: 149975, episodes: 6000, mean episode reward: -535.6003408031196, time: 34.545
steps: 174975, episodes: 7000, mean episode reward: -524.5421707128854, time: 34.707
steps: 199975, episodes: 8000, mean episode reward: -512.4848615676299, time: 33.588
steps: 224975, episodes: 9000, mean episode reward: -510.0937967014285, time: 34.725
steps: 249975, episodes: 10000, mean episode reward: -503.1563946391461, time: 34.513
steps: 274975, episodes: 11000, mean episode reward: -498.38905655185937, time: 34.736
steps: 299975, episodes: 12000, mean episode reward: -499.4076424183099, time: 34.747
steps: 324975, episodes: 13000, mean episode reward: -492.33800201346156, time: 34.292
steps: 349975, episodes: 14000, mean episode reward: -491.56132087274165, time: 34.811
steps: 374975, episodes: 15000, mean episode reward: -488.9949642437474, time: 34.004
steps: 399975, episodes: 16000, mean episode reward: -490.727395849415, time: 34.847
steps: 424975, episodes: 17000, mean episode reward: -485.9167142910103, time: 34.947
steps: 449975, episodes: 18000, mean episode reward: -481.8223401021834, time: 34.803
steps: 474975, episodes: 19000, mean episode reward: -480.4703750380553, time: 34.729
steps: 499975, episodes: 20000, mean episode reward: -481.7597431054299, time: 34.801
steps: 524975, episodes: 21000, mean episode reward: -483.57773754534344, time: 34.889
steps: 549975, episodes: 22000, mean episode reward: -476.3988880220491, time: 35.325
steps: 574975, episodes: 23000, mean episode reward: -476.466597800049, time: 36.444
steps: 599975, episodes: 24000, mean episode reward: -474.2589719316927, time: 35.301
steps: 624975, episodes: 25000, mean episode reward: -467.0068358200223, time: 34.857
steps: 649975, episodes: 26000, mean episode reward: -470.5822289178772, time: 36.452
steps: 674975, episodes: 27000, mean episode reward: -465.45876695379764, time: 36.814
steps: 699975, episodes: 28000, mean episode reward: -461.9870879650847, time: 36.702
steps: 724975, episodes: 29000, mean episode reward: -459.6003147803079, time: 36.608
steps: 749975, episodes: 30000, mean episode reward: -458.5569853512076, time: 36.356
steps: 774975, episodes: 31000, mean episode reward: -454.6875876737192, time: 34.16
steps: 799975, episodes: 32000, mean episode reward: -454.73493578203414, time: 34.97
steps: 824975, episodes: 33000, mean episode reward: -449.53034231812563, time: 34.992
steps: 849975, episodes: 34000, mean episode reward: -448.0169364008603, time: 34.602
steps: 874975, episodes: 35000, mean episode reward: -447.82622711596395, time: 34.847
steps: 899975, episodes: 36000, mean episode reward: -445.3211932463022, time: 35.259
steps: 924975, episodes: 37000, mean episode reward: -446.44653704666143, time: 34.878
steps: 949975, episodes: 38000, mean episode reward: -443.5473128781819, time: 35.139
steps: 974975, episodes: 39000, mean episode reward: -443.2540698451907, time: 35.014
steps: 999975, episodes: 40000, mean episode reward: -439.65307406702544, time: 34.907
steps: 1024975, episodes: 41000, mean episode reward: -435.4882195305156, time: 34.991
steps: 1049975, episodes: 42000, mean episode reward: -436.91842636206803, time: 34.981
steps: 1074975, episodes: 43000, mean episode reward: -436.0266873224836, time: 35.012
steps: 1099975, episodes: 44000, mean episode reward: -436.6981450114215, time: 35.001
steps: 1124975, episodes: 45000, mean episode reward: -431.17012527562724, time: 35.045
steps: 1149975, episodes: 46000, mean episode reward: -434.17837002613425, time: 35.069
steps: 1174975, episodes: 47000, mean episode reward: -428.75202593212725, time: 35.043
steps: 1199975, episodes: 48000, mean episode reward: -419.4049762993839, time: 35.08
steps: 1224975, episodes: 49000, mean episode reward: -420.87202097753527, time: 34.993
steps: 1249975, episodes: 50000, mean episode reward: -417.18525678121995, time: 35.076
steps: 1274975, episodes: 51000, mean episode reward: -416.1481385981566, time: 35.021
steps: 1299975, episodes: 52000, mean episode reward: -414.31307153337565, time: 35.068
steps: 1324975, episodes: 53000, mean episode reward: -407.74860429250845, time: 35.049
steps: 1349975, episodes: 54000, mean episode reward: -411.13039490839765, time: 35.033
steps: 1374975, episodes: 55000, mean episode reward: -404.7625386666481, time: 35.04
steps: 1399975, episodes: 56000, mean episode reward: -409.6717894656173, time: 35.274
steps: 1424975, episodes: 57000, mean episode reward: -407.2594934715605, time: 36.515
steps: 1449975, episodes: 58000, mean episode reward: -407.3908971797449, time: 35.215
steps: 1474975, episodes: 59000, mean episode reward: -405.79608703890045, time: 34.872
steps: 1499975, episodes: 60000, mean episode reward: -403.2116843943873, time: 35.278
...Finished total of 60001 episodes.
