Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -141.83569903179304, time: 8.379
steps: 49975, episodes: 2000, mean episode reward: -128.26185013561533, time: 17.032
steps: 74975, episodes: 3000, mean episode reward: -61.099510165288855, time: 16.924
steps: 99975, episodes: 4000, mean episode reward: -61.59088298323479, time: 16.998
steps: 124975, episodes: 5000, mean episode reward: -60.31617405615127, time: 17.036
steps: 149975, episodes: 6000, mean episode reward: -58.81386048931544, time: 17.092
steps: 174975, episodes: 7000, mean episode reward: -60.124368532059044, time: 17.103
steps: 199975, episodes: 8000, mean episode reward: -61.22473561010445, time: 17.127
steps: 224975, episodes: 9000, mean episode reward: -60.831916079271295, time: 17.114
steps: 249975, episodes: 10000, mean episode reward: -59.01896226877549, time: 17.197
steps: 274975, episodes: 11000, mean episode reward: -62.222774204197314, time: 17.036
steps: 299975, episodes: 12000, mean episode reward: -60.81192532470112, time: 17.239
steps: 324975, episodes: 13000, mean episode reward: -58.96718596491084, time: 17.211
steps: 349975, episodes: 14000, mean episode reward: -61.29700354698143, time: 17.222
steps: 374975, episodes: 15000, mean episode reward: -61.67969543153002, time: 17.375
steps: 399975, episodes: 16000, mean episode reward: -60.56037683269802, time: 17.236
steps: 424975, episodes: 17000, mean episode reward: -59.65438573132788, time: 17.235
steps: 449975, episodes: 18000, mean episode reward: -58.03167421840482, time: 17.266
steps: 474975, episodes: 19000, mean episode reward: -61.02047124277994, time: 17.276
steps: 499975, episodes: 20000, mean episode reward: -60.44059844067232, time: 17.321
steps: 524975, episodes: 21000, mean episode reward: -61.07346715791998, time: 17.247
steps: 549975, episodes: 22000, mean episode reward: -59.34092437209305, time: 17.363
steps: 574975, episodes: 23000, mean episode reward: -60.962211679184854, time: 17.354
steps: 599975, episodes: 24000, mean episode reward: -58.90293441011605, time: 17.342
steps: 624975, episodes: 25000, mean episode reward: -59.72551369866313, time: 17.339
steps: 649975, episodes: 26000, mean episode reward: -59.51665204532141, time: 17.337
steps: 674975, episodes: 27000, mean episode reward: -60.03120728307978, time: 17.339
steps: 699975, episodes: 28000, mean episode reward: -57.53405321274292, time: 17.439
steps: 724975, episodes: 29000, mean episode reward: -60.450643065048844, time: 16.409
steps: 749975, episodes: 30000, mean episode reward: -59.77132601481008, time: 17.342
steps: 774975, episodes: 31000, mean episode reward: -59.161550178771066, time: 17.341
steps: 799975, episodes: 32000, mean episode reward: -59.46166876821663, time: 17.357
steps: 824975, episodes: 33000, mean episode reward: -57.13927879951825, time: 17.423
steps: 849975, episodes: 34000, mean episode reward: -60.162012872913564, time: 17.389
steps: 874975, episodes: 35000, mean episode reward: -61.47320560593768, time: 17.506
steps: 899975, episodes: 36000, mean episode reward: -60.11254753863948, time: 17.424
steps: 924975, episodes: 37000, mean episode reward: -60.302064089632424, time: 17.384
steps: 949975, episodes: 38000, mean episode reward: -60.304594625106624, time: 17.325
steps: 974975, episodes: 39000, mean episode reward: -57.386267410849975, time: 17.381
steps: 999975, episodes: 40000, mean episode reward: -61.39530647164453, time: 17.371
steps: 1024975, episodes: 41000, mean episode reward: -58.120554992647754, time: 17.37
steps: 1049975, episodes: 42000, mean episode reward: -58.59228090076604, time: 17.411
steps: 1074975, episodes: 43000, mean episode reward: -60.6086500693531, time: 17.355
steps: 1099975, episodes: 44000, mean episode reward: -58.40544132716587, time: 17.384
steps: 1124975, episodes: 45000, mean episode reward: -61.12338790965715, time: 17.396
steps: 1149975, episodes: 46000, mean episode reward: -59.00362879817748, time: 17.31
steps: 1174975, episodes: 47000, mean episode reward: -59.01690090849546, time: 17.255
steps: 1199975, episodes: 48000, mean episode reward: -57.568166328392756, time: 17.258
steps: 1224975, episodes: 49000, mean episode reward: -58.62065802943661, time: 17.26
steps: 1249975, episodes: 50000, mean episode reward: -57.910403077906146, time: 17.285
steps: 1274975, episodes: 51000, mean episode reward: -63.242882445908336, time: 17.279
steps: 1299975, episodes: 52000, mean episode reward: -60.389358058031966, time: 17.225
steps: 1324975, episodes: 53000, mean episode reward: -59.93267292027497, time: 17.297
steps: 1349975, episodes: 54000, mean episode reward: -58.06217334404636, time: 17.327
steps: 1374975, episodes: 55000, mean episode reward: -61.56577722699678, time: 17.25
steps: 1399975, episodes: 56000, mean episode reward: -61.62434946854086, time: 17.272
steps: 1424975, episodes: 57000, mean episode reward: -60.51850378235101, time: 17.277
steps: 1449975, episodes: 58000, mean episode reward: -59.14611122680165, time: 17.246
steps: 1474975, episodes: 59000, mean episode reward: -58.809806669863356, time: 17.441
steps: 1499975, episodes: 60000, mean episode reward: -62.00249762114953, time: 16.995
...Finished total of 60001 episodes.
