Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -676.9956574179615, time: 18.212
steps: 49975, episodes: 2000, mean episode reward: -832.0387439477284, time: 35.88
steps: 74975, episodes: 3000, mean episode reward: -1127.0039853800242, time: 35.651
steps: 99975, episodes: 4000, mean episode reward: -1348.4062085089595, time: 35.712
steps: 124975, episodes: 5000, mean episode reward: -1361.3920147682866, time: 35.795
steps: 149975, episodes: 6000, mean episode reward: -1381.8899833915755, time: 35.82
steps: 174975, episodes: 7000, mean episode reward: -1374.214960121168, time: 35.825
steps: 199975, episodes: 8000, mean episode reward: -1386.3345583239575, time: 35.923
steps: 224975, episodes: 9000, mean episode reward: -1383.077852511404, time: 35.922
steps: 249975, episodes: 10000, mean episode reward: -1377.899853154047, time: 35.894
steps: 274975, episodes: 11000, mean episode reward: -1389.2448796862648, time: 35.788
steps: 299975, episodes: 12000, mean episode reward: -1381.9411903060688, time: 35.929
steps: 324975, episodes: 13000, mean episode reward: -1387.3400715072996, time: 35.933
steps: 349975, episodes: 14000, mean episode reward: -1378.4329463786091, time: 35.956
steps: 374975, episodes: 15000, mean episode reward: -1391.1937885554714, time: 35.97
steps: 399975, episodes: 16000, mean episode reward: -1387.1858374585997, time: 35.89
steps: 424975, episodes: 17000, mean episode reward: -1389.8113433257756, time: 35.994
steps: 449975, episodes: 18000, mean episode reward: -1382.7108926690341, time: 36.039
steps: 474975, episodes: 19000, mean episode reward: -1379.5088716901644, time: 35.958
steps: 499975, episodes: 20000, mean episode reward: -1387.9745535846766, time: 35.959
steps: 524975, episodes: 21000, mean episode reward: -1370.975525480127, time: 36.003
steps: 549975, episodes: 22000, mean episode reward: -1390.4216730333046, time: 36.177
steps: 574975, episodes: 23000, mean episode reward: -1374.8880830729854, time: 36.052
steps: 599975, episodes: 24000, mean episode reward: -1394.8058890657117, time: 36.124
steps: 624975, episodes: 25000, mean episode reward: -1390.9636363678778, time: 36.057
steps: 649975, episodes: 26000, mean episode reward: -1382.7854836835847, time: 36.035
steps: 674975, episodes: 27000, mean episode reward: -1383.5728213095595, time: 36.081
steps: 699975, episodes: 28000, mean episode reward: -1384.2484247340124, time: 36.079
steps: 724975, episodes: 29000, mean episode reward: -1384.6550793815945, time: 36.1
steps: 749975, episodes: 30000, mean episode reward: -1386.590669079045, time: 36.109
steps: 774975, episodes: 31000, mean episode reward: -1379.3562496536015, time: 36.137
steps: 799975, episodes: 32000, mean episode reward: -1383.7360480355885, time: 36.156
steps: 824975, episodes: 33000, mean episode reward: -1374.2698452736163, time: 36.126
steps: 849975, episodes: 34000, mean episode reward: -1384.8496522170976, time: 36.15
steps: 874975, episodes: 35000, mean episode reward: -1372.056343400654, time: 36.095
steps: 899975, episodes: 36000, mean episode reward: -1378.6617293554364, time: 36.47
steps: 924975, episodes: 37000, mean episode reward: -1378.0099988506258, time: 37.806
steps: 949975, episodes: 38000, mean episode reward: -1382.63175371844, time: 37.714
steps: 974975, episodes: 39000, mean episode reward: -1366.0279417805023, time: 37.641
steps: 999975, episodes: 40000, mean episode reward: -1378.0534000450348, time: 37.755
steps: 1024975, episodes: 41000, mean episode reward: -1388.887203297267, time: 37.724
steps: 1049975, episodes: 42000, mean episode reward: -1371.3838337273576, time: 37.64
steps: 1074975, episodes: 43000, mean episode reward: -1378.8851398887834, time: 37.741
steps: 1099975, episodes: 44000, mean episode reward: -1377.6116021534422, time: 37.775
steps: 1124975, episodes: 45000, mean episode reward: -1375.386347388755, time: 37.725
steps: 1149975, episodes: 46000, mean episode reward: -1375.861735526345, time: 37.786
steps: 1174975, episodes: 47000, mean episode reward: -1375.1729369891473, time: 37.768
steps: 1199975, episodes: 48000, mean episode reward: -1381.9249348978951, time: 37.826
steps: 1224975, episodes: 49000, mean episode reward: -1384.9399135791393, time: 37.798
steps: 1249975, episodes: 50000, mean episode reward: -1384.3346784127725, time: 37.794
steps: 1274975, episodes: 51000, mean episode reward: -1384.418840056167, time: 37.311
steps: 1299975, episodes: 52000, mean episode reward: -1390.2945392553993, time: 37.507
steps: 1324975, episodes: 53000, mean episode reward: -1379.3743359646126, time: 36.269
steps: 1349975, episodes: 54000, mean episode reward: -1375.5777505181106, time: 36.245
steps: 1374975, episodes: 55000, mean episode reward: -1392.8796943403431, time: 36.227
steps: 1399975, episodes: 56000, mean episode reward: -1376.2431058402303, time: 36.331
steps: 1424975, episodes: 57000, mean episode reward: -1381.6137493849783, time: 36.356
steps: 1449975, episodes: 58000, mean episode reward: -1383.5380238467408, time: 36.348
steps: 1474975, episodes: 59000, mean episode reward: -1384.0350732276224, time: 36.351
steps: 1499975, episodes: 60000, mean episode reward: -1388.4883215371794, time: 36.343
...Finished total of 60001 episodes.
