Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -674.4146069376196, time: 17.861
steps: 49975, episodes: 2000, mean episode reward: -781.9047340094994, time: 35.684
steps: 74975, episodes: 3000, mean episode reward: -595.9805552935129, time: 35.239
steps: 99975, episodes: 4000, mean episode reward: -624.7806053568777, time: 35.243
steps: 124975, episodes: 5000, mean episode reward: -617.3872740936997, time: 34.447
steps: 149975, episodes: 6000, mean episode reward: -614.3318270353808, time: 35.438
steps: 174975, episodes: 7000, mean episode reward: -612.2088301238143, time: 36.929
steps: 199975, episodes: 8000, mean episode reward: -613.4182001979851, time: 37.131
steps: 224975, episodes: 9000, mean episode reward: -618.6070176236323, time: 37.038
steps: 249975, episodes: 10000, mean episode reward: -750.5955405780062, time: 36.411
steps: 274975, episodes: 11000, mean episode reward: -836.2449925502323, time: 35.468
steps: 299975, episodes: 12000, mean episode reward: -656.8520311589599, time: 35.551
steps: 324975, episodes: 13000, mean episode reward: -673.3043863311344, time: 35.591
steps: 349975, episodes: 14000, mean episode reward: -734.987758644053, time: 35.604
steps: 374975, episodes: 15000, mean episode reward: -737.7875280201583, time: 35.71
steps: 399975, episodes: 16000, mean episode reward: -745.5828703433815, time: 35.599
steps: 424975, episodes: 17000, mean episode reward: -734.4944711776692, time: 35.592
steps: 449975, episodes: 18000, mean episode reward: -785.0934613330958, time: 35.582
steps: 474975, episodes: 19000, mean episode reward: -721.9125129118271, time: 35.622
steps: 499975, episodes: 20000, mean episode reward: -680.2122807075878, time: 35.615
steps: 524975, episodes: 21000, mean episode reward: -630.0726355217942, time: 35.682
steps: 549975, episodes: 22000, mean episode reward: -690.35740888603, time: 35.845
steps: 574975, episodes: 23000, mean episode reward: -694.9555767357867, time: 35.773
steps: 599975, episodes: 24000, mean episode reward: -1048.3190556873237, time: 35.775
steps: 624975, episodes: 25000, mean episode reward: -875.3767935620251, time: 35.803
steps: 649975, episodes: 26000, mean episode reward: -1023.6111245144664, time: 35.707
steps: 674975, episodes: 27000, mean episode reward: -864.2370030237802, time: 36.823
steps: 699975, episodes: 28000, mean episode reward: -780.2263431106715, time: 36.48
steps: 724975, episodes: 29000, mean episode reward: -780.1592482194636, time: 35.937
steps: 749975, episodes: 30000, mean episode reward: -782.0326968005226, time: 35.036
steps: 774975, episodes: 31000, mean episode reward: -814.7413702725232, time: 36.108
steps: 799975, episodes: 32000, mean episode reward: -825.8813329811034, time: 36.118
steps: 824975, episodes: 33000, mean episode reward: -890.5486790346184, time: 36.099
steps: 849975, episodes: 34000, mean episode reward: -1206.1544730768799, time: 35.958
steps: 874975, episodes: 35000, mean episode reward: -936.3206837035071, time: 35.951
steps: 899975, episodes: 36000, mean episode reward: -914.9282247656158, time: 35.945
steps: 924975, episodes: 37000, mean episode reward: -1010.0236791665573, time: 35.915
steps: 949975, episodes: 38000, mean episode reward: -829.8785233314521, time: 36.066
steps: 974975, episodes: 39000, mean episode reward: -805.9091229320253, time: 35.919
steps: 999975, episodes: 40000, mean episode reward: -803.6397340139373, time: 35.885
steps: 1024975, episodes: 41000, mean episode reward: -867.0251102805903, time: 35.895
steps: 1049975, episodes: 42000, mean episode reward: -848.8714395993055, time: 35.877
steps: 1074975, episodes: 43000, mean episode reward: -871.1319997579333, time: 35.858
steps: 1099975, episodes: 44000, mean episode reward: -897.6111431246601, time: 35.95
steps: 1124975, episodes: 45000, mean episode reward: -945.2212936866007, time: 35.866
steps: 1149975, episodes: 46000, mean episode reward: -946.663192944888, time: 35.899
steps: 1174975, episodes: 47000, mean episode reward: -998.332678140322, time: 37.625
steps: 1199975, episodes: 48000, mean episode reward: -986.2904397332583, time: 37.602
steps: 1224975, episodes: 49000, mean episode reward: -907.1557007790191, time: 37.494
steps: 1249975, episodes: 50000, mean episode reward: -890.8596913291547, time: 37.521
steps: 1274975, episodes: 51000, mean episode reward: -780.2192305280736, time: 37.551
steps: 1299975, episodes: 52000, mean episode reward: -787.055751528344, time: 37.589
steps: 1324975, episodes: 53000, mean episode reward: -794.1683026675403, time: 37.562
steps: 1349975, episodes: 54000, mean episode reward: -891.7897652991144, time: 37.728
steps: 1374975, episodes: 55000, mean episode reward: -811.5279300802438, time: 37.729
steps: 1399975, episodes: 56000, mean episode reward: -822.3880040010449, time: 37.563
steps: 1424975, episodes: 57000, mean episode reward: -808.8158569966922, time: 37.627
steps: 1449975, episodes: 58000, mean episode reward: -718.3711353127535, time: 37.529
steps: 1474975, episodes: 59000, mean episode reward: -778.7692202698238, time: 37.572
steps: 1499975, episodes: 60000, mean episode reward: -872.1190479352542, time: 36.42
...Finished total of 60001 episodes.
