Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -670.1058059628075, time: 18.046
steps: 49975, episodes: 2000, mean episode reward: -779.5390119698262, time: 35.317
steps: 74975, episodes: 3000, mean episode reward: -1091.1707236858122, time: 35.207
steps: 99975, episodes: 4000, mean episode reward: -1227.3917544155338, time: 35.153
steps: 124975, episodes: 5000, mean episode reward: -1241.5329620039304, time: 35.544
steps: 149975, episodes: 6000, mean episode reward: -1260.211310846429, time: 35.481
steps: 174975, episodes: 7000, mean episode reward: -1256.5103818806401, time: 35.375
steps: 199975, episodes: 8000, mean episode reward: -1278.747789385926, time: 35.63
steps: 224975, episodes: 9000, mean episode reward: -1317.6607070062555, time: 35.545
steps: 249975, episodes: 10000, mean episode reward: -1356.866492592068, time: 35.497
steps: 274975, episodes: 11000, mean episode reward: -1369.7942443222828, time: 35.633
steps: 299975, episodes: 12000, mean episode reward: -1083.120736263405, time: 35.704
steps: 324975, episodes: 13000, mean episode reward: -1120.0882751917243, time: 35.69
steps: 349975, episodes: 14000, mean episode reward: -1362.661682706987, time: 35.665
steps: 374975, episodes: 15000, mean episode reward: -1346.4082464017458, time: 35.656
steps: 399975, episodes: 16000, mean episode reward: -1353.5101163653997, time: 35.655
steps: 424975, episodes: 17000, mean episode reward: -1045.5216112674354, time: 35.668
steps: 449975, episodes: 18000, mean episode reward: -1006.053060802253, time: 35.728
steps: 474975, episodes: 19000, mean episode reward: -1198.4913055499057, time: 35.763
steps: 499975, episodes: 20000, mean episode reward: -1209.9781691580974, time: 37.367
steps: 524975, episodes: 21000, mean episode reward: -1195.7135726595563, time: 37.424
steps: 549975, episodes: 22000, mean episode reward: -1170.0073885750053, time: 37.557
steps: 574975, episodes: 23000, mean episode reward: -1161.3243377008862, time: 37.67
steps: 599975, episodes: 24000, mean episode reward: -959.9693226001303, time: 37.559
steps: 624975, episodes: 25000, mean episode reward: -1291.6484366350844, time: 37.694
steps: 649975, episodes: 26000, mean episode reward: -1317.3257175519043, time: 37.504
steps: 674975, episodes: 27000, mean episode reward: -1286.7081586719955, time: 37.439
steps: 699975, episodes: 28000, mean episode reward: -941.0055517591576, time: 37.502
steps: 724975, episodes: 29000, mean episode reward: -1244.8006487343894, time: 35.653
steps: 749975, episodes: 30000, mean episode reward: -1306.0207024500826, time: 35.804
steps: 774975, episodes: 31000, mean episode reward: -1299.7635566017252, time: 35.932
steps: 799975, episodes: 32000, mean episode reward: -1063.3493193194652, time: 35.949
steps: 824975, episodes: 33000, mean episode reward: -1071.0451493392413, time: 35.831
steps: 849975, episodes: 34000, mean episode reward: -1230.9459397525434, time: 35.844
steps: 874975, episodes: 35000, mean episode reward: -1177.3480832279226, time: 35.882
steps: 899975, episodes: 36000, mean episode reward: -1145.8316715665505, time: 36.8
steps: 924975, episodes: 37000, mean episode reward: -998.1051210820551, time: 37.456
steps: 949975, episodes: 38000, mean episode reward: -1156.2384337230105, time: 36.818
steps: 974975, episodes: 39000, mean episode reward: -1122.0443851268417, time: 35.76
steps: 999975, episodes: 40000, mean episode reward: -1079.2986403987875, time: 35.75
steps: 1024975, episodes: 41000, mean episode reward: -956.6186478985135, time: 35.887
steps: 1049975, episodes: 42000, mean episode reward: -1218.1233884912542, time: 35.885
steps: 1074975, episodes: 43000, mean episode reward: -1134.687044358272, time: 35.919
steps: 1099975, episodes: 44000, mean episode reward: -910.8728357409977, time: 35.927
steps: 1124975, episodes: 45000, mean episode reward: -1052.5847179518407, time: 35.924
steps: 1149975, episodes: 46000, mean episode reward: -1186.6589400783703, time: 35.972
steps: 1174975, episodes: 47000, mean episode reward: -883.0634040685394, time: 35.985
steps: 1199975, episodes: 48000, mean episode reward: -918.6511639010193, time: 35.751
steps: 1224975, episodes: 49000, mean episode reward: -1360.8426168623214, time: 35.944
steps: 1249975, episodes: 50000, mean episode reward: -1409.1350117547036, time: 36.022
steps: 1274975, episodes: 51000, mean episode reward: -1386.7446751895673, time: 35.989
steps: 1299975, episodes: 52000, mean episode reward: -1359.819319117547, time: 35.973
steps: 1324975, episodes: 53000, mean episode reward: -1368.638934404232, time: 36.836
steps: 1349975, episodes: 54000, mean episode reward: -1373.1872381230319, time: 37.474
steps: 1374975, episodes: 55000, mean episode reward: -1375.6084873299944, time: 37.526
steps: 1399975, episodes: 56000, mean episode reward: -1367.1040164700178, time: 37.334
steps: 1424975, episodes: 57000, mean episode reward: -1364.1768860505092, time: 37.738
steps: 1449975, episodes: 58000, mean episode reward: -1380.8201660775708, time: 37.697
steps: 1474975, episodes: 59000, mean episode reward: -1368.7933983298187, time: 37.547
steps: 1499975, episodes: 60000, mean episode reward: -1348.8150613938246, time: 37.139
...Finished total of 60001 episodes.
