Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -684.1875939057886, time: 18.863
steps: 49975, episodes: 2000, mean episode reward: -789.8099524309414, time: 35.016
steps: 74975, episodes: 3000, mean episode reward: -596.5083222425596, time: 34.324
steps: 99975, episodes: 4000, mean episode reward: -550.0644224329462, time: 34.496
steps: 124975, episodes: 5000, mean episode reward: -528.3439773174606, time: 35.563
steps: 149975, episodes: 6000, mean episode reward: -518.8312520405137, time: 36.074
steps: 174975, episodes: 7000, mean episode reward: -511.95952589994283, time: 36.235
steps: 199975, episodes: 8000, mean episode reward: -498.4634147784848, time: 36.062
steps: 224975, episodes: 9000, mean episode reward: -499.31735522971866, time: 34.871
steps: 249975, episodes: 10000, mean episode reward: -494.5740887954032, time: 34.838
steps: 274975, episodes: 11000, mean episode reward: -485.85056780579737, time: 34.807
steps: 299975, episodes: 12000, mean episode reward: -483.8474221231486, time: 34.885
steps: 324975, episodes: 13000, mean episode reward: -479.81029331269707, time: 34.866
steps: 349975, episodes: 14000, mean episode reward: -474.14360092834903, time: 35.002
steps: 374975, episodes: 15000, mean episode reward: -474.6555856457107, time: 34.936
steps: 399975, episodes: 16000, mean episode reward: -471.32887805076723, time: 34.866
steps: 424975, episodes: 17000, mean episode reward: -474.25569986427934, time: 34.745
steps: 449975, episodes: 18000, mean episode reward: -474.2800013118193, time: 34.784
steps: 474975, episodes: 19000, mean episode reward: -472.1204954375217, time: 34.86
steps: 499975, episodes: 20000, mean episode reward: -469.70248944388936, time: 34.856
steps: 524975, episodes: 21000, mean episode reward: -466.4913314849949, time: 34.892
steps: 549975, episodes: 22000, mean episode reward: -467.2515708759386, time: 35.862
steps: 574975, episodes: 23000, mean episode reward: -462.2028797495235, time: 36.872
steps: 599975, episodes: 24000, mean episode reward: -463.4236283642843, time: 36.766
steps: 624975, episodes: 25000, mean episode reward: -462.46439770748697, time: 35.568
steps: 649975, episodes: 26000, mean episode reward: -461.65968615694555, time: 34.972
steps: 674975, episodes: 27000, mean episode reward: -460.9987043835883, time: 34.993
steps: 699975, episodes: 28000, mean episode reward: -457.9352342963772, time: 34.288
steps: 724975, episodes: 29000, mean episode reward: -457.48534627560804, time: 34.746
steps: 749975, episodes: 30000, mean episode reward: -456.53696067103533, time: 34.884
steps: 774975, episodes: 31000, mean episode reward: -456.45019596697426, time: 34.884
steps: 799975, episodes: 32000, mean episode reward: -454.76986906132186, time: 34.932
steps: 824975, episodes: 33000, mean episode reward: -444.24906862586295, time: 34.913
steps: 849975, episodes: 34000, mean episode reward: -447.598990618865, time: 36.414
steps: 874975, episodes: 35000, mean episode reward: -446.6457630751404, time: 36.5
steps: 899975, episodes: 36000, mean episode reward: -445.62337723901504, time: 36.532
steps: 924975, episodes: 37000, mean episode reward: -446.2284418321173, time: 36.77
steps: 949975, episodes: 38000, mean episode reward: -448.3878192572929, time: 36.845
steps: 974975, episodes: 39000, mean episode reward: -441.35146537731526, time: 35.081
steps: 999975, episodes: 40000, mean episode reward: -441.7979506060323, time: 34.982
steps: 1024975, episodes: 41000, mean episode reward: -441.4221450965108, time: 35.017
steps: 1049975, episodes: 42000, mean episode reward: -439.9449778725362, time: 35.13
steps: 1074975, episodes: 43000, mean episode reward: -441.19045291614276, time: 34.581
steps: 1099975, episodes: 44000, mean episode reward: -438.73845136115966, time: 33.517
steps: 1124975, episodes: 45000, mean episode reward: -437.9354848764352, time: 34.323
steps: 1149975, episodes: 46000, mean episode reward: -440.1079902838025, time: 35.116
steps: 1174975, episodes: 47000, mean episode reward: -438.8086168784231, time: 35.066
steps: 1199975, episodes: 48000, mean episode reward: -431.69467832406764, time: 34.633
steps: 1224975, episodes: 49000, mean episode reward: -434.3569409191244, time: 34.586
steps: 1249975, episodes: 50000, mean episode reward: -428.2312202903164, time: 35.257
steps: 1274975, episodes: 51000, mean episode reward: -427.46179549856816, time: 35.153
steps: 1299975, episodes: 52000, mean episode reward: -424.14193903886434, time: 34.057
steps: 1324975, episodes: 53000, mean episode reward: -420.55514108497147, time: 34.57
steps: 1349975, episodes: 54000, mean episode reward: -419.96262823864015, time: 35.114
steps: 1374975, episodes: 55000, mean episode reward: -413.79855627945653, time: 35.165
steps: 1399975, episodes: 56000, mean episode reward: -415.6991173463325, time: 35.113
steps: 1424975, episodes: 57000, mean episode reward: -413.04106331886516, time: 34.92
steps: 1449975, episodes: 58000, mean episode reward: -409.82069740371696, time: 35.08
steps: 1474975, episodes: 59000, mean episode reward: -410.69207584221914, time: 35.005
steps: 1499975, episodes: 60000, mean episode reward: -413.1452073669352, time: 35.096
...Finished total of 60001 episodes.
