Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -669.9262348434374, time: 18.341
steps: 49975, episodes: 2000, mean episode reward: -746.8163714462368, time: 35.726
steps: 74975, episodes: 3000, mean episode reward: -605.5193300323998, time: 35.633
steps: 99975, episodes: 4000, mean episode reward: -610.0141697270295, time: 35.679
steps: 124975, episodes: 5000, mean episode reward: -619.4079692127681, time: 35.59
steps: 149975, episodes: 6000, mean episode reward: -614.7844516492106, time: 35.661
steps: 174975, episodes: 7000, mean episode reward: -611.7431178550473, time: 35.689
steps: 199975, episodes: 8000, mean episode reward: -594.22759840415, time: 35.811
steps: 224975, episodes: 9000, mean episode reward: -609.4508676517943, time: 35.777
steps: 249975, episodes: 10000, mean episode reward: -622.5103192395217, time: 36.171
steps: 274975, episodes: 11000, mean episode reward: -742.2003350598221, time: 37.375
steps: 299975, episodes: 12000, mean episode reward: -589.7893799528135, time: 37.082
steps: 324975, episodes: 13000, mean episode reward: -616.3082485588872, time: 37.547
steps: 349975, episodes: 14000, mean episode reward: -656.3103683902153, time: 37.525
steps: 374975, episodes: 15000, mean episode reward: -651.8203141457925, time: 37.517
steps: 399975, episodes: 16000, mean episode reward: -631.4876575643281, time: 37.477
steps: 424975, episodes: 17000, mean episode reward: -659.7259067707807, time: 37.305
steps: 449975, episodes: 18000, mean episode reward: -651.9231941487564, time: 37.544
steps: 474975, episodes: 19000, mean episode reward: -630.0948235395033, time: 37.695
steps: 499975, episodes: 20000, mean episode reward: -645.9405061320049, time: 37.176
steps: 524975, episodes: 21000, mean episode reward: -639.7639619366272, time: 37.624
steps: 549975, episodes: 22000, mean episode reward: -697.2046985066938, time: 37.25
steps: 574975, episodes: 23000, mean episode reward: -710.9664694796327, time: 36.535
steps: 599975, episodes: 24000, mean episode reward: -678.2335646389779, time: 37.643
steps: 624975, episodes: 25000, mean episode reward: -660.014920982094, time: 37.636
steps: 649975, episodes: 26000, mean episode reward: -650.0472202723171, time: 37.298
steps: 674975, episodes: 27000, mean episode reward: -646.9321799685933, time: 35.648
steps: 699975, episodes: 28000, mean episode reward: -654.3906550505728, time: 36.023
steps: 724975, episodes: 29000, mean episode reward: -631.8592033391558, time: 36.011
steps: 749975, episodes: 30000, mean episode reward: -789.061305669273, time: 35.714
steps: 774975, episodes: 31000, mean episode reward: -794.7707152203433, time: 35.968
steps: 799975, episodes: 32000, mean episode reward: -698.1235530818622, time: 35.95
steps: 824975, episodes: 33000, mean episode reward: -676.2469776994104, time: 35.963
steps: 849975, episodes: 34000, mean episode reward: -882.1507555300717, time: 36.037
steps: 874975, episodes: 35000, mean episode reward: -905.7492554919185, time: 36.089
steps: 899975, episodes: 36000, mean episode reward: -754.0540822679951, time: 35.895
steps: 924975, episodes: 37000, mean episode reward: -703.6771939114647, time: 35.443
steps: 949975, episodes: 38000, mean episode reward: -693.2491214412763, time: 36.225
steps: 974975, episodes: 39000, mean episode reward: -944.0531385899204, time: 36.121
steps: 999975, episodes: 40000, mean episode reward: -757.8746963951525, time: 36.235
steps: 1024975, episodes: 41000, mean episode reward: -728.3024150576542, time: 36.221
steps: 1049975, episodes: 42000, mean episode reward: -886.7017012215096, time: 36.163
steps: 1074975, episodes: 43000, mean episode reward: -928.7282117257079, time: 36.843
steps: 1099975, episodes: 44000, mean episode reward: -993.1945158132336, time: 37.907
steps: 1124975, episodes: 45000, mean episode reward: -1053.6691609525503, time: 38.183
steps: 1149975, episodes: 46000, mean episode reward: -791.6054117601911, time: 37.981
steps: 1174975, episodes: 47000, mean episode reward: -834.6434459997369, time: 37.652
steps: 1199975, episodes: 48000, mean episode reward: -859.6129211443923, time: 37.703
steps: 1224975, episodes: 49000, mean episode reward: -873.8965964540977, time: 37.877
steps: 1249975, episodes: 50000, mean episode reward: -780.1949556853855, time: 37.713
steps: 1274975, episodes: 51000, mean episode reward: -718.5922563944515, time: 37.66
steps: 1299975, episodes: 52000, mean episode reward: -818.1311569632187, time: 37.889
steps: 1324975, episodes: 53000, mean episode reward: -1005.0715254970324, time: 37.539
steps: 1349975, episodes: 54000, mean episode reward: -908.9095685494876, time: 37.612
steps: 1374975, episodes: 55000, mean episode reward: -920.3995245645365, time: 37.274
steps: 1399975, episodes: 56000, mean episode reward: -843.8690536876087, time: 36.352
steps: 1424975, episodes: 57000, mean episode reward: -814.2913676885795, time: 36.312
steps: 1449975, episodes: 58000, mean episode reward: -783.5611374588397, time: 36.252
steps: 1474975, episodes: 59000, mean episode reward: -724.1950716401522, time: 36.125
steps: 1499975, episodes: 60000, mean episode reward: -722.9830327985356, time: 36.284
...Finished total of 60001 episodes.
