Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -147.00059255156285, time: 8.377
steps: 49975, episodes: 2000, mean episode reward: -101.11663328188682, time: 17.002
steps: 74975, episodes: 3000, mean episode reward: -58.279837188710545, time: 16.928
steps: 99975, episodes: 4000, mean episode reward: -58.79686000854743, time: 16.986
steps: 124975, episodes: 5000, mean episode reward: -59.96451546018731, time: 16.967
steps: 149975, episodes: 6000, mean episode reward: -58.22214166160482, time: 17.083
steps: 174975, episodes: 7000, mean episode reward: -60.485764549561104, time: 17.1
steps: 199975, episodes: 8000, mean episode reward: -60.41321360555855, time: 17.158
steps: 224975, episodes: 9000, mean episode reward: -59.28814736430002, time: 17.093
steps: 249975, episodes: 10000, mean episode reward: -59.53375677992074, time: 17.327
steps: 274975, episodes: 11000, mean episode reward: -59.16230633863002, time: 17.236
steps: 299975, episodes: 12000, mean episode reward: -60.23066337349947, time: 17.415
steps: 324975, episodes: 13000, mean episode reward: -58.53156443097314, time: 17.339
steps: 349975, episodes: 14000, mean episode reward: -61.0196363710444, time: 17.307
steps: 374975, episodes: 15000, mean episode reward: -61.64689397208365, time: 17.314
steps: 399975, episodes: 16000, mean episode reward: -58.48927269541162, time: 17.258
steps: 424975, episodes: 17000, mean episode reward: -58.76068358913777, time: 17.289
steps: 449975, episodes: 18000, mean episode reward: -57.98612989402353, time: 17.359
steps: 474975, episodes: 19000, mean episode reward: -57.48450149670197, time: 17.532
steps: 499975, episodes: 20000, mean episode reward: -57.39910658108095, time: 17.368
steps: 524975, episodes: 21000, mean episode reward: -58.52240042043097, time: 17.378
steps: 549975, episodes: 22000, mean episode reward: -62.13870949571792, time: 17.287
steps: 574975, episodes: 23000, mean episode reward: -59.54685965904449, time: 17.297
steps: 599975, episodes: 24000, mean episode reward: -57.82318257460233, time: 17.282
steps: 624975, episodes: 25000, mean episode reward: -58.816984046425205, time: 17.328
steps: 649975, episodes: 26000, mean episode reward: -61.112591851737385, time: 17.33
steps: 674975, episodes: 27000, mean episode reward: -59.6380343537322, time: 17.318
steps: 699975, episodes: 28000, mean episode reward: -58.576618733262734, time: 17.332
steps: 724975, episodes: 29000, mean episode reward: -57.78509684198483, time: 17.352
steps: 749975, episodes: 30000, mean episode reward: -58.053723377045756, time: 17.369
steps: 774975, episodes: 31000, mean episode reward: -58.32304014767938, time: 17.411
steps: 799975, episodes: 32000, mean episode reward: -59.50792164237741, time: 17.361
steps: 824975, episodes: 33000, mean episode reward: -57.91169356547171, time: 17.007
steps: 849975, episodes: 34000, mean episode reward: -59.20766392273863, time: 17.459
steps: 874975, episodes: 35000, mean episode reward: -60.99680271341457, time: 17.516
steps: 899975, episodes: 36000, mean episode reward: -59.53397625733791, time: 17.51
steps: 924975, episodes: 37000, mean episode reward: -58.34158863216399, time: 17.491
steps: 949975, episodes: 38000, mean episode reward: -58.20635535002228, time: 17.401
steps: 974975, episodes: 39000, mean episode reward: -61.52098030504193, time: 17.4
steps: 999975, episodes: 40000, mean episode reward: -60.598283358177355, time: 17.458
steps: 1024975, episodes: 41000, mean episode reward: -61.333383104240475, time: 17.479
steps: 1049975, episodes: 42000, mean episode reward: -57.65987805068226, time: 17.477
steps: 1074975, episodes: 43000, mean episode reward: -62.971138841098785, time: 17.353
steps: 1099975, episodes: 44000, mean episode reward: -59.186857411266594, time: 17.427
steps: 1124975, episodes: 45000, mean episode reward: -59.63010355518164, time: 17.359
steps: 1149975, episodes: 46000, mean episode reward: -59.16319210864527, time: 17.312
steps: 1174975, episodes: 47000, mean episode reward: -59.233508306424234, time: 17.437
steps: 1199975, episodes: 48000, mean episode reward: -57.16646744718985, time: 17.398
steps: 1224975, episodes: 49000, mean episode reward: -60.015575048159846, time: 17.27
steps: 1249975, episodes: 50000, mean episode reward: -56.63081183855584, time: 17.304
steps: 1274975, episodes: 51000, mean episode reward: -60.165973086477386, time: 17.304
steps: 1299975, episodes: 52000, mean episode reward: -58.88189245568663, time: 17.246
steps: 1324975, episodes: 53000, mean episode reward: -59.46114107358167, time: 17.189
steps: 1349975, episodes: 54000, mean episode reward: -59.80089301449605, time: 17.573
steps: 1374975, episodes: 55000, mean episode reward: -56.71038930277536, time: 17.188
steps: 1399975, episodes: 56000, mean episode reward: -57.66966468505899, time: 17.273
steps: 1424975, episodes: 57000, mean episode reward: -61.80882847336748, time: 17.235
steps: 1449975, episodes: 58000, mean episode reward: -59.18652418977731, time: 17.163
steps: 1474975, episodes: 59000, mean episode reward: -61.19840687304139, time: 17.37
steps: 1499975, episodes: 60000, mean episode reward: -59.69612431774115, time: 17.165
...Finished total of 60001 episodes.
