Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -666.5451942749706, time: 18.946
steps: 49975, episodes: 2000, mean episode reward: -743.0154122536536, time: 37.466
steps: 74975, episodes: 3000, mean episode reward: -589.0561687124315, time: 37.068
steps: 99975, episodes: 4000, mean episode reward: -604.6027528208662, time: 37.166
steps: 124975, episodes: 5000, mean episode reward: -640.9451238425277, time: 36.724
steps: 149975, episodes: 6000, mean episode reward: -648.9672399007515, time: 37.321
steps: 174975, episodes: 7000, mean episode reward: -635.6023463946066, time: 35.774
steps: 199975, episodes: 8000, mean episode reward: -607.1191210176025, time: 35.861
steps: 224975, episodes: 9000, mean episode reward: -599.4998714524332, time: 35.825
steps: 249975, episodes: 10000, mean episode reward: -627.1694454781174, time: 35.948
steps: 274975, episodes: 11000, mean episode reward: -659.1034537310102, time: 36.102
steps: 299975, episodes: 12000, mean episode reward: -627.3523976380189, time: 36.019
steps: 324975, episodes: 13000, mean episode reward: -675.3010105039514, time: 35.97
steps: 349975, episodes: 14000, mean episode reward: -726.1419191986988, time: 35.953
steps: 374975, episodes: 15000, mean episode reward: -814.0077831670174, time: 35.934
steps: 399975, episodes: 16000, mean episode reward: -770.6631779616629, time: 35.998
steps: 424975, episodes: 17000, mean episode reward: -782.8688492957958, time: 36.034
steps: 449975, episodes: 18000, mean episode reward: -657.3635788522943, time: 36.007
steps: 474975, episodes: 19000, mean episode reward: -672.7370378235834, time: 36.004
steps: 499975, episodes: 20000, mean episode reward: -671.3352896816576, time: 35.953
steps: 524975, episodes: 21000, mean episode reward: -662.4578994684146, time: 36.046
steps: 549975, episodes: 22000, mean episode reward: -767.4664437317173, time: 36.302
steps: 574975, episodes: 23000, mean episode reward: -832.3909703661271, time: 36.021
steps: 599975, episodes: 24000, mean episode reward: -834.8552097082885, time: 36.084
steps: 624975, episodes: 25000, mean episode reward: -935.9351105983837, time: 36.157
steps: 649975, episodes: 26000, mean episode reward: -959.1572532346506, time: 35.764
steps: 674975, episodes: 27000, mean episode reward: -847.609583692459, time: 36.194
steps: 699975, episodes: 28000, mean episode reward: -911.1259063931401, time: 36.112
steps: 724975, episodes: 29000, mean episode reward: -825.734589684319, time: 36.148
steps: 749975, episodes: 30000, mean episode reward: -764.1369312467905, time: 36.113
steps: 774975, episodes: 31000, mean episode reward: -808.5014924933731, time: 36.104
steps: 799975, episodes: 32000, mean episode reward: -903.701127301613, time: 36.178
steps: 824975, episodes: 33000, mean episode reward: -841.2343798871048, time: 36.157
steps: 849975, episodes: 34000, mean episode reward: -765.9372386269276, time: 36.15
steps: 874975, episodes: 35000, mean episode reward: -749.5749380531241, time: 36.215
steps: 899975, episodes: 36000, mean episode reward: -790.3750423006697, time: 36.142
steps: 924975, episodes: 37000, mean episode reward: -958.9062423966642, time: 36.158
steps: 949975, episodes: 38000, mean episode reward: -1233.8406251315646, time: 36.265
steps: 974975, episodes: 39000, mean episode reward: -1168.659237980696, time: 36.189
steps: 999975, episodes: 40000, mean episode reward: -1092.1018691091124, time: 36.163
steps: 1024975, episodes: 41000, mean episode reward: -972.0522849810368, time: 36.18
steps: 1049975, episodes: 42000, mean episode reward: -1069.1104210458197, time: 36.254
steps: 1074975, episodes: 43000, mean episode reward: -849.3602748719486, time: 36.21
steps: 1099975, episodes: 44000, mean episode reward: -790.121521668887, time: 36.27
steps: 1124975, episodes: 45000, mean episode reward: -810.5108585378592, time: 36.236
steps: 1149975, episodes: 46000, mean episode reward: -810.471779490375, time: 36.248
steps: 1174975, episodes: 47000, mean episode reward: -757.0425252479506, time: 36.287
steps: 1199975, episodes: 48000, mean episode reward: -786.1240800174884, time: 36.228
steps: 1224975, episodes: 49000, mean episode reward: -738.6813251869121, time: 36.353
steps: 1249975, episodes: 50000, mean episode reward: -730.7593738909692, time: 36.357
steps: 1274975, episodes: 51000, mean episode reward: -1038.3448565146703, time: 36.276
steps: 1299975, episodes: 52000, mean episode reward: -861.8313120956393, time: 36.242
steps: 1324975, episodes: 53000, mean episode reward: -746.0627355300917, time: 36.3
steps: 1349975, episodes: 54000, mean episode reward: -733.0946569061551, time: 36.316
steps: 1374975, episodes: 55000, mean episode reward: -706.1451822874144, time: 36.377
steps: 1399975, episodes: 56000, mean episode reward: -720.2723378265498, time: 36.37
steps: 1424975, episodes: 57000, mean episode reward: -726.481481310766, time: 36.37
steps: 1449975, episodes: 58000, mean episode reward: -850.3558407234789, time: 36.322
steps: 1474975, episodes: 59000, mean episode reward: -858.3396999632313, time: 36.326
steps: 1499975, episodes: 60000, mean episode reward: -803.4636915162664, time: 37.615
...Finished total of 60001 episodes.
