Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -145.90434594828426, time: 8.394
steps: 49975, episodes: 2000, mean episode reward: -215.8734021574921, time: 16.713
steps: 74975, episodes: 3000, mean episode reward: -63.965873779510815, time: 16.63
steps: 99975, episodes: 4000, mean episode reward: -56.41533388640933, time: 16.695
steps: 124975, episodes: 5000, mean episode reward: -49.49785593621658, time: 16.67
steps: 149975, episodes: 6000, mean episode reward: -43.22254288001752, time: 16.795
steps: 174975, episodes: 7000, mean episode reward: -39.66453565740989, time: 16.883
steps: 199975, episodes: 8000, mean episode reward: -38.36062775605417, time: 16.831
steps: 224975, episodes: 9000, mean episode reward: -41.98838673467047, time: 16.848
steps: 249975, episodes: 10000, mean episode reward: -41.47646076590985, time: 17.091
steps: 274975, episodes: 11000, mean episode reward: -43.40045174464512, time: 17.342
steps: 299975, episodes: 12000, mean episode reward: -45.85600025602843, time: 17.591
steps: 324975, episodes: 13000, mean episode reward: -44.98181422086893, time: 17.468
steps: 349975, episodes: 14000, mean episode reward: -45.106397653448326, time: 17.331
steps: 374975, episodes: 15000, mean episode reward: -44.663894079322695, time: 17.477
steps: 399975, episodes: 16000, mean episode reward: -47.7526571924625, time: 17.413
steps: 424975, episodes: 17000, mean episode reward: -43.67359242387197, time: 17.531
steps: 449975, episodes: 18000, mean episode reward: -44.304021124408216, time: 17.435
steps: 474975, episodes: 19000, mean episode reward: -44.46289140643939, time: 17.571
steps: 499975, episodes: 20000, mean episode reward: -44.71425268030021, time: 17.611
steps: 524975, episodes: 21000, mean episode reward: -44.7079411926669, time: 17.217
steps: 549975, episodes: 22000, mean episode reward: -47.583705732628104, time: 17.142
steps: 574975, episodes: 23000, mean episode reward: -48.02936367801654, time: 17.115
steps: 599975, episodes: 24000, mean episode reward: -46.271833391858024, time: 17.24
steps: 624975, episodes: 25000, mean episode reward: -47.39544199167163, time: 17.159
steps: 649975, episodes: 26000, mean episode reward: -49.91526792382749, time: 17.209
steps: 674975, episodes: 27000, mean episode reward: -47.46589438007282, time: 17.186
steps: 699975, episodes: 28000, mean episode reward: -42.15847890685212, time: 17.184
steps: 724975, episodes: 29000, mean episode reward: -49.11563125275734, time: 17.187
steps: 749975, episodes: 30000, mean episode reward: -40.13118633230743, time: 17.23
steps: 774975, episodes: 31000, mean episode reward: -42.20054831701278, time: 17.213
steps: 799975, episodes: 32000, mean episode reward: -42.25354138139196, time: 17.204
steps: 824975, episodes: 33000, mean episode reward: -41.88486251950779, time: 17.293
steps: 849975, episodes: 34000, mean episode reward: -40.97895342539364, time: 17.218
steps: 874975, episodes: 35000, mean episode reward: -40.70876754354739, time: 17.366
steps: 899975, episodes: 36000, mean episode reward: -40.73082620706202, time: 17.209
steps: 924975, episodes: 37000, mean episode reward: -41.04327592081029, time: 17.185
steps: 949975, episodes: 38000, mean episode reward: -43.136175747127304, time: 17.281
steps: 974975, episodes: 39000, mean episode reward: -41.2697439266441, time: 17.191
steps: 999975, episodes: 40000, mean episode reward: -40.5193117333136, time: 17.242
steps: 1024975, episodes: 41000, mean episode reward: -40.34846515421023, time: 17.319
steps: 1049975, episodes: 42000, mean episode reward: -43.35299716171738, time: 17.219
steps: 1074975, episodes: 43000, mean episode reward: -42.439547824567605, time: 17.202
steps: 1099975, episodes: 44000, mean episode reward: -42.21269465857635, time: 17.242
steps: 1124975, episodes: 45000, mean episode reward: -41.749806186183775, time: 17.18
steps: 1149975, episodes: 46000, mean episode reward: -40.649915865682665, time: 17.216
steps: 1174975, episodes: 47000, mean episode reward: -39.84359222217316, time: 17.284
steps: 1199975, episodes: 48000, mean episode reward: -41.287611914414974, time: 17.295
steps: 1224975, episodes: 49000, mean episode reward: -38.42875094821149, time: 17.254
steps: 1249975, episodes: 50000, mean episode reward: -38.91477870287485, time: 17.208
steps: 1274975, episodes: 51000, mean episode reward: -40.391187237611504, time: 17.253
steps: 1299975, episodes: 52000, mean episode reward: -37.68208712973148, time: 17.274
steps: 1324975, episodes: 53000, mean episode reward: -34.40535570741379, time: 17.277
steps: 1349975, episodes: 54000, mean episode reward: -35.80227765621421, time: 17.23
steps: 1374975, episodes: 55000, mean episode reward: -34.166861202201716, time: 17.234
steps: 1399975, episodes: 56000, mean episode reward: -36.152448637043385, time: 17.146
steps: 1424975, episodes: 57000, mean episode reward: -35.23120404941372, time: 17.323
steps: 1449975, episodes: 58000, mean episode reward: -34.19253905614376, time: 17.304
steps: 1474975, episodes: 59000, mean episode reward: -33.05265623339467, time: 17.526
steps: 1499975, episodes: 60000, mean episode reward: -35.672207710444795, time: 17.288
...Finished total of 60001 episodes.
