Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -664.9019576909722, time: 18.161
steps: 49975, episodes: 2000, mean episode reward: -755.6771939292054, time: 35.073
steps: 74975, episodes: 3000, mean episode reward: -594.4114562673468, time: 34.355
steps: 99975, episodes: 4000, mean episode reward: -567.7730412141171, time: 34.362
steps: 124975, episodes: 5000, mean episode reward: -540.558763270804, time: 35.164
steps: 149975, episodes: 6000, mean episode reward: -527.4693039820371, time: 35.408
steps: 174975, episodes: 7000, mean episode reward: -511.2627790534898, time: 36.726
steps: 199975, episodes: 8000, mean episode reward: -511.6276365007861, time: 36.992
steps: 224975, episodes: 9000, mean episode reward: -495.2805452358974, time: 36.942
steps: 249975, episodes: 10000, mean episode reward: -488.04932898734177, time: 35.762
steps: 274975, episodes: 11000, mean episode reward: -480.71502979893705, time: 35.088
steps: 299975, episodes: 12000, mean episode reward: -473.9154891784232, time: 34.363
steps: 324975, episodes: 13000, mean episode reward: -472.158114409587, time: 35.201
steps: 349975, episodes: 14000, mean episode reward: -461.9687574619048, time: 35.22
steps: 374975, episodes: 15000, mean episode reward: -458.2459766849588, time: 35.105
steps: 399975, episodes: 16000, mean episode reward: -455.67883214393805, time: 35.315
steps: 424975, episodes: 17000, mean episode reward: -454.32479584563254, time: 34.304
steps: 449975, episodes: 18000, mean episode reward: -451.7669518262639, time: 35.306
steps: 474975, episodes: 19000, mean episode reward: -453.23190190622046, time: 35.441
steps: 499975, episodes: 20000, mean episode reward: -454.02783780790344, time: 35.355
steps: 524975, episodes: 21000, mean episode reward: -448.1273199743156, time: 35.328
steps: 549975, episodes: 22000, mean episode reward: -447.3215083955035, time: 35.6
steps: 574975, episodes: 23000, mean episode reward: -445.18332226793257, time: 35.361
steps: 599975, episodes: 24000, mean episode reward: -444.2302036175758, time: 35.495
steps: 624975, episodes: 25000, mean episode reward: -444.07994145110945, time: 35.477
steps: 649975, episodes: 26000, mean episode reward: -443.4431176757653, time: 35.216
steps: 674975, episodes: 27000, mean episode reward: -441.66152352741, time: 34.959
steps: 699975, episodes: 28000, mean episode reward: -441.20614231084727, time: 35.029
steps: 724975, episodes: 29000, mean episode reward: -441.4969140452821, time: 34.998
steps: 749975, episodes: 30000, mean episode reward: -435.34082757071235, time: 35.056
steps: 774975, episodes: 31000, mean episode reward: -439.6234921370053, time: 35.008
steps: 799975, episodes: 32000, mean episode reward: -439.7689703068873, time: 34.961
steps: 824975, episodes: 33000, mean episode reward: -435.6513658842519, time: 34.964
steps: 849975, episodes: 34000, mean episode reward: -441.6206469081959, time: 36.125
steps: 874975, episodes: 35000, mean episode reward: -434.1187940667368, time: 36.857
steps: 899975, episodes: 36000, mean episode reward: -433.1068175976222, time: 36.741
steps: 924975, episodes: 37000, mean episode reward: -437.77351624111003, time: 36.6
steps: 949975, episodes: 38000, mean episode reward: -437.033257031603, time: 36.812
steps: 974975, episodes: 39000, mean episode reward: -434.46736579792616, time: 36.573
steps: 999975, episodes: 40000, mean episode reward: -431.20955583459744, time: 36.664
steps: 1024975, episodes: 41000, mean episode reward: -429.7695052613135, time: 36.553
steps: 1049975, episodes: 42000, mean episode reward: -432.11351430565054, time: 36.747
steps: 1074975, episodes: 43000, mean episode reward: -426.92907548111526, time: 36.647
steps: 1099975, episodes: 44000, mean episode reward: -428.8694447108941, time: 36.381
steps: 1124975, episodes: 45000, mean episode reward: -423.1641018253703, time: 36.575
steps: 1149975, episodes: 46000, mean episode reward: -426.8418981292742, time: 36.563
steps: 1174975, episodes: 47000, mean episode reward: -430.90719952800134, time: 35.927
steps: 1199975, episodes: 48000, mean episode reward: -423.12725491585536, time: 36.845
steps: 1224975, episodes: 49000, mean episode reward: -426.6183119480113, time: 36.91
steps: 1249975, episodes: 50000, mean episode reward: -422.56206293020864, time: 36.895
steps: 1274975, episodes: 51000, mean episode reward: -423.99186237757476, time: 36.914
steps: 1299975, episodes: 52000, mean episode reward: -420.1262747408692, time: 36.935
steps: 1324975, episodes: 53000, mean episode reward: -421.04306338302695, time: 37.032
steps: 1349975, episodes: 54000, mean episode reward: -422.2907330107314, time: 36.924
steps: 1374975, episodes: 55000, mean episode reward: -418.5285972952407, time: 36.981
steps: 1399975, episodes: 56000, mean episode reward: -421.63783585148377, time: 35.885
steps: 1424975, episodes: 57000, mean episode reward: -419.48219497665843, time: 35.247
steps: 1449975, episodes: 58000, mean episode reward: -417.3965183145812, time: 35.3
steps: 1474975, episodes: 59000, mean episode reward: -420.3812619727601, time: 35.208
steps: 1499975, episodes: 60000, mean episode reward: -416.29305043454303, time: 35.611
...Finished total of 60001 episodes.
