Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -660.3532530387761, time: 18.016
steps: 49975, episodes: 2000, mean episode reward: -776.682617037087, time: 35.861
steps: 74975, episodes: 3000, mean episode reward: -1181.4284679008842, time: 35.638
steps: 99975, episodes: 4000, mean episode reward: -1321.01602590321, time: 35.599
steps: 124975, episodes: 5000, mean episode reward: -1364.1546039476837, time: 35.629
steps: 149975, episodes: 6000, mean episode reward: -1254.0892659964823, time: 35.696
steps: 174975, episodes: 7000, mean episode reward: -1237.1816932363533, time: 35.674
steps: 199975, episodes: 8000, mean episode reward: -1211.16717460451, time: 35.834
steps: 224975, episodes: 9000, mean episode reward: -1219.701897286459, time: 35.803
steps: 249975, episodes: 10000, mean episode reward: -1216.1055677013649, time: 35.867
steps: 274975, episodes: 11000, mean episode reward: -1302.3148272748533, time: 35.852
steps: 299975, episodes: 12000, mean episode reward: -1352.009160246991, time: 35.897
steps: 324975, episodes: 13000, mean episode reward: -1372.0321144925724, time: 35.967
steps: 349975, episodes: 14000, mean episode reward: -1381.3201317050798, time: 35.996
steps: 374975, episodes: 15000, mean episode reward: -1379.6272147318164, time: 35.967
steps: 399975, episodes: 16000, mean episode reward: -1375.1679962659819, time: 35.924
steps: 424975, episodes: 17000, mean episode reward: -1384.1801314563224, time: 35.957
steps: 449975, episodes: 18000, mean episode reward: -1383.428372927087, time: 35.995
steps: 474975, episodes: 19000, mean episode reward: -1381.7264546431359, time: 36.013
steps: 499975, episodes: 20000, mean episode reward: -1383.9628900797468, time: 35.97
steps: 524975, episodes: 21000, mean episode reward: -1375.102016381349, time: 36.068
steps: 549975, episodes: 22000, mean episode reward: -1380.6875901515484, time: 36.209
steps: 574975, episodes: 23000, mean episode reward: -1378.3620681287744, time: 36.137
steps: 599975, episodes: 24000, mean episode reward: -1392.1510639625396, time: 36.133
steps: 624975, episodes: 25000, mean episode reward: -1391.3365604402647, time: 36.1
steps: 649975, episodes: 26000, mean episode reward: -1374.1242705473599, time: 36.083
steps: 674975, episodes: 27000, mean episode reward: -1380.533364876037, time: 36.094
steps: 699975, episodes: 28000, mean episode reward: -1389.5992695294328, time: 36.159
steps: 724975, episodes: 29000, mean episode reward: -1382.1109432115222, time: 36.047
steps: 749975, episodes: 30000, mean episode reward: -1391.284698075626, time: 36.121
steps: 774975, episodes: 31000, mean episode reward: -1390.5930802386665, time: 36.156
steps: 799975, episodes: 32000, mean episode reward: -1393.9800564381098, time: 36.131
steps: 824975, episodes: 33000, mean episode reward: -1390.4140123927214, time: 36.188
steps: 849975, episodes: 34000, mean episode reward: -1373.284049047356, time: 36.131
steps: 874975, episodes: 35000, mean episode reward: -1393.1829524440543, time: 36.149
steps: 899975, episodes: 36000, mean episode reward: -1372.6184727703576, time: 36.073
steps: 924975, episodes: 37000, mean episode reward: -1368.288087824353, time: 36.121
steps: 949975, episodes: 38000, mean episode reward: -1366.7911557401796, time: 35.947
steps: 974975, episodes: 39000, mean episode reward: -1384.808147949855, time: 36.135
steps: 999975, episodes: 40000, mean episode reward: -1389.003222797448, time: 36.104
steps: 1024975, episodes: 41000, mean episode reward: -1376.382399720758, time: 36.138
steps: 1049975, episodes: 42000, mean episode reward: -1394.7826242978228, time: 36.181
steps: 1074975, episodes: 43000, mean episode reward: -1369.9298276781788, time: 36.132
steps: 1099975, episodes: 44000, mean episode reward: -1379.7317424814999, time: 36.063
steps: 1124975, episodes: 45000, mean episode reward: -1367.921401334735, time: 36.164
steps: 1149975, episodes: 46000, mean episode reward: -1376.5124118460426, time: 36.186
steps: 1174975, episodes: 47000, mean episode reward: -1377.7870008244022, time: 36.249
steps: 1199975, episodes: 48000, mean episode reward: -1367.5104599998451, time: 36.184
steps: 1224975, episodes: 49000, mean episode reward: -1362.5404757052934, time: 36.208
steps: 1249975, episodes: 50000, mean episode reward: -1373.8490007117332, time: 36.141
steps: 1274975, episodes: 51000, mean episode reward: -1379.241491390964, time: 36.238
steps: 1299975, episodes: 52000, mean episode reward: -1378.5024646580248, time: 36.363
steps: 1324975, episodes: 53000, mean episode reward: -1363.96948818365, time: 37.826
steps: 1349975, episodes: 54000, mean episode reward: -1379.0753396970201, time: 37.553
steps: 1374975, episodes: 55000, mean episode reward: -1371.4441835585483, time: 37.852
steps: 1399975, episodes: 56000, mean episode reward: -1378.7344936789978, time: 37.575
steps: 1424975, episodes: 57000, mean episode reward: -1372.6458970253532, time: 37.885
steps: 1449975, episodes: 58000, mean episode reward: -1379.5660794535586, time: 38.013
steps: 1474975, episodes: 59000, mean episode reward: -1380.9003477655144, time: 37.859
steps: 1499975, episodes: 60000, mean episode reward: -1396.846636066293, time: 37.78
...Finished total of 60001 episodes.
