Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -139.69695697751578, time: 8.672
steps: 49975, episodes: 2000, mean episode reward: -158.5671880084721, time: 16.724
steps: 74975, episodes: 3000, mean episode reward: -63.153633664588135, time: 16.586
steps: 99975, episodes: 4000, mean episode reward: -59.68187358151111, time: 16.722
steps: 124975, episodes: 5000, mean episode reward: -59.94789863308545, time: 16.734
steps: 149975, episodes: 6000, mean episode reward: -61.74746485799672, time: 16.784
steps: 174975, episodes: 7000, mean episode reward: -59.66184903087988, time: 16.869
steps: 199975, episodes: 8000, mean episode reward: -58.666967868753126, time: 16.879
steps: 224975, episodes: 9000, mean episode reward: -59.87749520782582, time: 16.816
steps: 249975, episodes: 10000, mean episode reward: -58.509586886318395, time: 16.91
steps: 274975, episodes: 11000, mean episode reward: -57.39076477838751, time: 17.044
steps: 299975, episodes: 12000, mean episode reward: -60.02790899417018, time: 17.129
steps: 324975, episodes: 13000, mean episode reward: -59.892909117456746, time: 17.111
steps: 349975, episodes: 14000, mean episode reward: -58.01529858830578, time: 17.081
steps: 374975, episodes: 15000, mean episode reward: -59.141192549526636, time: 17.289
steps: 399975, episodes: 16000, mean episode reward: -62.75761643934246, time: 17.095
steps: 424975, episodes: 17000, mean episode reward: -57.32590982602325, time: 17.079
steps: 449975, episodes: 18000, mean episode reward: -58.103930800717556, time: 17.189
steps: 474975, episodes: 19000, mean episode reward: -57.56614054920923, time: 17.145
steps: 499975, episodes: 20000, mean episode reward: -59.85555050523216, time: 17.199
steps: 524975, episodes: 21000, mean episode reward: -59.407809456623504, time: 17.108
steps: 549975, episodes: 22000, mean episode reward: -61.3483772167653, time: 17.05
steps: 574975, episodes: 23000, mean episode reward: -60.618610441336784, time: 17.184
steps: 599975, episodes: 24000, mean episode reward: -59.18787507626906, time: 17.198
steps: 624975, episodes: 25000, mean episode reward: -59.0919579718164, time: 17.128
steps: 649975, episodes: 26000, mean episode reward: -58.11686181440521, time: 17.149
steps: 674975, episodes: 27000, mean episode reward: -61.338600964016926, time: 17.211
steps: 699975, episodes: 28000, mean episode reward: -60.448550484126045, time: 17.264
steps: 724975, episodes: 29000, mean episode reward: -61.45572191136179, time: 17.299
steps: 749975, episodes: 30000, mean episode reward: -60.18688120410346, time: 17.153
steps: 774975, episodes: 31000, mean episode reward: -59.52873593634687, time: 17.195
steps: 799975, episodes: 32000, mean episode reward: -60.06006019948205, time: 17.308
steps: 824975, episodes: 33000, mean episode reward: -60.829076864516175, time: 17.213
steps: 849975, episodes: 34000, mean episode reward: -57.22337971044061, time: 17.294
steps: 874975, episodes: 35000, mean episode reward: -62.3973324672722, time: 17.345
steps: 899975, episodes: 36000, mean episode reward: -58.24294356877457, time: 17.215
steps: 924975, episodes: 37000, mean episode reward: -61.73092735827574, time: 17.285
steps: 949975, episodes: 38000, mean episode reward: -60.434396227920864, time: 17.214
steps: 974975, episodes: 39000, mean episode reward: -57.835917438059205, time: 16.87
steps: 999975, episodes: 40000, mean episode reward: -58.69320626161999, time: 17.228
steps: 1024975, episodes: 41000, mean episode reward: -59.1402239710148, time: 17.202
steps: 1049975, episodes: 42000, mean episode reward: -60.85213892210777, time: 17.232
steps: 1074975, episodes: 43000, mean episode reward: -58.945392313777674, time: 17.118
steps: 1099975, episodes: 44000, mean episode reward: -58.88690968994696, time: 16.653
steps: 1124975, episodes: 45000, mean episode reward: -56.36433257645279, time: 17.104
steps: 1149975, episodes: 46000, mean episode reward: -58.38395287746162, time: 17.409
steps: 1174975, episodes: 47000, mean episode reward: -60.16724571390563, time: 17.254
steps: 1199975, episodes: 48000, mean episode reward: -60.230009758236484, time: 17.247
steps: 1224975, episodes: 49000, mean episode reward: -59.50657144794009, time: 17.25
steps: 1249975, episodes: 50000, mean episode reward: -61.53154253654792, time: 17.483
steps: 1274975, episodes: 51000, mean episode reward: -59.56686768730893, time: 17.233
steps: 1299975, episodes: 52000, mean episode reward: -59.4185575101006, time: 17.242
steps: 1324975, episodes: 53000, mean episode reward: -59.37505078389911, time: 17.297
steps: 1349975, episodes: 54000, mean episode reward: -57.51669765329557, time: 17.286
steps: 1374975, episodes: 55000, mean episode reward: -59.233489649274254, time: 17.245
steps: 1399975, episodes: 56000, mean episode reward: -60.98539661151469, time: 17.297
steps: 1424975, episodes: 57000, mean episode reward: -59.952866843782225, time: 17.406
steps: 1449975, episodes: 58000, mean episode reward: -60.25569941441875, time: 17.407
steps: 1474975, episodes: 59000, mean episode reward: -61.50294969593457, time: 17.522
steps: 1499975, episodes: 60000, mean episode reward: -59.36500584733841, time: 17.327
...Finished total of 60001 episodes.
