Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -137.269030493703, time: 8.721
steps: 49975, episodes: 2000, mean episode reward: -168.7856135636436, time: 16.88
steps: 74975, episodes: 3000, mean episode reward: -62.10148062243974, time: 16.888
steps: 99975, episodes: 4000, mean episode reward: -60.13384071183186, time: 16.975
steps: 124975, episodes: 5000, mean episode reward: -61.62957746170441, time: 16.991
steps: 149975, episodes: 6000, mean episode reward: -58.38644639312, time: 17.067
steps: 174975, episodes: 7000, mean episode reward: -60.47379117065982, time: 17.071
steps: 199975, episodes: 8000, mean episode reward: -59.716089979776285, time: 17.118
steps: 224975, episodes: 9000, mean episode reward: -62.261240618764305, time: 17.114
steps: 249975, episodes: 10000, mean episode reward: -59.395021448762016, time: 17.03
steps: 274975, episodes: 11000, mean episode reward: -58.205154990902074, time: 17.145
steps: 299975, episodes: 12000, mean episode reward: -59.071135365396515, time: 17.169
steps: 324975, episodes: 13000, mean episode reward: -59.42723562365028, time: 17.151
steps: 349975, episodes: 14000, mean episode reward: -58.834553861371255, time: 17.214
steps: 374975, episodes: 15000, mean episode reward: -59.570554835481275, time: 17.287
steps: 399975, episodes: 16000, mean episode reward: -57.81163575975342, time: 17.169
steps: 424975, episodes: 17000, mean episode reward: -61.46911002234052, time: 17.158
steps: 449975, episodes: 18000, mean episode reward: -59.64980196957546, time: 17.203
steps: 474975, episodes: 19000, mean episode reward: -62.913025917692394, time: 17.171
steps: 499975, episodes: 20000, mean episode reward: -60.17295936182834, time: 17.214
steps: 524975, episodes: 21000, mean episode reward: -58.854381301876785, time: 17.267
steps: 549975, episodes: 22000, mean episode reward: -60.891495612474394, time: 17.257
steps: 574975, episodes: 23000, mean episode reward: -58.726656228083826, time: 17.312
steps: 599975, episodes: 24000, mean episode reward: -59.343595830516186, time: 17.249
steps: 624975, episodes: 25000, mean episode reward: -59.37655604267419, time: 17.256
steps: 649975, episodes: 26000, mean episode reward: -60.187291206735814, time: 17.296
steps: 674975, episodes: 27000, mean episode reward: -59.06004560941751, time: 17.25
steps: 699975, episodes: 28000, mean episode reward: -58.232708343391884, time: 17.279
steps: 724975, episodes: 29000, mean episode reward: -61.97787285788747, time: 17.348
steps: 749975, episodes: 30000, mean episode reward: -57.76077925889118, time: 17.27
steps: 774975, episodes: 31000, mean episode reward: -61.34974872572943, time: 17.33
steps: 799975, episodes: 32000, mean episode reward: -59.59094729978716, time: 17.32
steps: 824975, episodes: 33000, mean episode reward: -61.06683923493841, time: 17.241
steps: 849975, episodes: 34000, mean episode reward: -62.83945822836199, time: 17.329
steps: 874975, episodes: 35000, mean episode reward: -59.026163171313954, time: 17.535
steps: 899975, episodes: 36000, mean episode reward: -62.52891182148585, time: 17.278
steps: 924975, episodes: 37000, mean episode reward: -60.39134147921547, time: 17.3
steps: 949975, episodes: 38000, mean episode reward: -60.559206932331215, time: 17.282
steps: 974975, episodes: 39000, mean episode reward: -61.65024312659135, time: 17.288
steps: 999975, episodes: 40000, mean episode reward: -59.012914647145195, time: 17.3
steps: 1024975, episodes: 41000, mean episode reward: -58.748894507738754, time: 17.283
steps: 1049975, episodes: 42000, mean episode reward: -58.20671926754261, time: 17.338
steps: 1074975, episodes: 43000, mean episode reward: -59.32058390369636, time: 17.322
steps: 1099975, episodes: 44000, mean episode reward: -57.937513477480536, time: 17.296
steps: 1124975, episodes: 45000, mean episode reward: -61.05093173432037, time: 17.337
steps: 1149975, episodes: 46000, mean episode reward: -60.337542823549114, time: 17.336
steps: 1174975, episodes: 47000, mean episode reward: -57.194629207628935, time: 17.259
steps: 1199975, episodes: 48000, mean episode reward: -56.8680764048115, time: 17.213
steps: 1224975, episodes: 49000, mean episode reward: -58.3719273607813, time: 17.207
steps: 1249975, episodes: 50000, mean episode reward: -57.26887495262207, time: 17.277
steps: 1274975, episodes: 51000, mean episode reward: -59.75231606177278, time: 17.2
steps: 1299975, episodes: 52000, mean episode reward: -58.856247671729335, time: 17.211
steps: 1324975, episodes: 53000, mean episode reward: -58.8621202178634, time: 17.207
steps: 1349975, episodes: 54000, mean episode reward: -58.39000541962723, time: 17.34
steps: 1374975, episodes: 55000, mean episode reward: -60.29909109678836, time: 17.251
steps: 1399975, episodes: 56000, mean episode reward: -59.51772084046823, time: 17.176
steps: 1424975, episodes: 57000, mean episode reward: -58.71902699357008, time: 17.228
steps: 1449975, episodes: 58000, mean episode reward: -59.70936392992031, time: 17.22
steps: 1474975, episodes: 59000, mean episode reward: -57.114816997353046, time: 17.364
steps: 1499975, episodes: 60000, mean episode reward: -60.62491746434513, time: 17.153
...Finished total of 60001 episodes.
