Using good policy maddpg and adv policy maddpg
Starting iterations...
steps: 24975, episodes: 1000, mean episode reward: -139.40323977508814, time: 8.805
steps: 49975, episodes: 2000, mean episode reward: -98.56334023956005, time: 17.463
steps: 74975, episodes: 3000, mean episode reward: -52.44654830948004, time: 17.175
steps: 99975, episodes: 4000, mean episode reward: -43.6795899269023, time: 16.632
steps: 124975, episodes: 5000, mean episode reward: -42.625563324853196, time: 16.694
steps: 149975, episodes: 6000, mean episode reward: -42.689695089755055, time: 17.0
steps: 174975, episodes: 7000, mean episode reward: -45.376379850791956, time: 17.174
steps: 199975, episodes: 8000, mean episode reward: -45.91907365617033, time: 16.959
steps: 224975, episodes: 9000, mean episode reward: -44.33218125373578, time: 16.944
steps: 249975, episodes: 10000, mean episode reward: -43.85514652833961, time: 16.998
steps: 274975, episodes: 11000, mean episode reward: -43.70000152296281, time: 17.012
steps: 299975, episodes: 12000, mean episode reward: -42.448522544417436, time: 17.039
steps: 324975, episodes: 13000, mean episode reward: -43.40897720982491, time: 17.093
steps: 349975, episodes: 14000, mean episode reward: -45.08605782878223, time: 17.085
steps: 374975, episodes: 15000, mean episode reward: -40.94964236333127, time: 17.188
steps: 399975, episodes: 16000, mean episode reward: -43.31751120250088, time: 17.151
steps: 424975, episodes: 17000, mean episode reward: -42.452568410919646, time: 17.131
steps: 449975, episodes: 18000, mean episode reward: -43.63365450408055, time: 17.162
steps: 474975, episodes: 19000, mean episode reward: -42.55789937344487, time: 17.16
steps: 499975, episodes: 20000, mean episode reward: -46.46428112893552, time: 17.146
steps: 524975, episodes: 21000, mean episode reward: -44.23799293335629, time: 17.144
steps: 549975, episodes: 22000, mean episode reward: -43.411507388199865, time: 17.222
steps: 574975, episodes: 23000, mean episode reward: -42.45746549104712, time: 17.163
steps: 599975, episodes: 24000, mean episode reward: -42.90357735581823, time: 17.2
steps: 624975, episodes: 25000, mean episode reward: -46.34715551314145, time: 17.224
steps: 649975, episodes: 26000, mean episode reward: -42.28470196434824, time: 17.202
steps: 674975, episodes: 27000, mean episode reward: -44.79077738526955, time: 17.218
steps: 699975, episodes: 28000, mean episode reward: -44.2359562963645, time: 17.183
steps: 724975, episodes: 29000, mean episode reward: -41.32652122250936, time: 17.333
steps: 749975, episodes: 30000, mean episode reward: -41.50598961265854, time: 17.184
steps: 774975, episodes: 31000, mean episode reward: -43.3665220119962, time: 17.194
steps: 799975, episodes: 32000, mean episode reward: -42.367833149250195, time: 17.247
steps: 824975, episodes: 33000, mean episode reward: -45.02854649287381, time: 17.217
steps: 849975, episodes: 34000, mean episode reward: -45.90202321139938, time: 17.23
steps: 874975, episodes: 35000, mean episode reward: -44.96991483845952, time: 17.352
steps: 899975, episodes: 36000, mean episode reward: -43.06622054301707, time: 17.267
steps: 924975, episodes: 37000, mean episode reward: -43.54038255345921, time: 17.268
steps: 949975, episodes: 38000, mean episode reward: -42.55442976093715, time: 17.298
steps: 974975, episodes: 39000, mean episode reward: -42.114505461314685, time: 17.224
steps: 999975, episodes: 40000, mean episode reward: -38.76408857718884, time: 17.268
steps: 1024975, episodes: 41000, mean episode reward: -39.35818659594383, time: 17.019
steps: 1049975, episodes: 42000, mean episode reward: -35.15413405032347, time: 16.77
steps: 1074975, episodes: 43000, mean episode reward: -33.6609280964476, time: 17.26
steps: 1099975, episodes: 44000, mean episode reward: -32.48627567678402, time: 17.282
steps: 1124975, episodes: 45000, mean episode reward: -30.608827938905552, time: 16.939
steps: 1149975, episodes: 46000, mean episode reward: -29.1036314897528, time: 17.293
steps: 1174975, episodes: 47000, mean episode reward: -30.862848789614862, time: 17.287
steps: 1199975, episodes: 48000, mean episode reward: -30.084619126608093, time: 17.366
steps: 1224975, episodes: 49000, mean episode reward: -30.164994086126395, time: 17.368
steps: 1249975, episodes: 50000, mean episode reward: -31.79866861863704, time: 17.305
steps: 1274975, episodes: 51000, mean episode reward: -34.71451744035875, time: 17.263
steps: 1299975, episodes: 52000, mean episode reward: -32.42005937173724, time: 17.317
steps: 1324975, episodes: 53000, mean episode reward: -34.94081407218163, time: 17.406
steps: 1349975, episodes: 54000, mean episode reward: -29.834247071729617, time: 17.328
steps: 1374975, episodes: 55000, mean episode reward: -30.415207443299845, time: 17.334
steps: 1399975, episodes: 56000, mean episode reward: -29.82591572280041, time: 17.297
steps: 1424975, episodes: 57000, mean episode reward: -30.643822455532337, time: 17.39
steps: 1449975, episodes: 58000, mean episode reward: -29.00824277268276, time: 17.328
steps: 1474975, episodes: 59000, mean episode reward: -29.735677880818013, time: 17.336
steps: 1499975, episodes: 60000, mean episode reward: -31.002362624589104, time: 17.259
...Finished total of 60001 episodes.
